model,pretrained,task_type,benchmark,result_file,timestamp,status
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,country211,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,dtd,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,eurosat,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,fer2013,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,flowers,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,food101,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,gtsrb,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,imagenet-a,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,imagenet-r,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,imagenet1k,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,imagenet_sketch,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,imagenetv2,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,mnist,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,objectnet,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,pcam,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,pets,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,renderedsst2,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,resisc45,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,stl10,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,sun397,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,voc2007,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,vtab/caltech101,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,vtab/cifar10,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,vtab/cifar100,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,vtab/dmlab,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,vtab/dtd,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,vtab/eurosat,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,vtab/flowers,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,vtab/pcam,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,vtab/pets,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,vtab/resisc45,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_classification,vtab/svhn,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_retrieval,flickr30k,"","",pending
ViT-B-16-quickgelu,metaclip_400m,zeroshot_retrieval,flickr8k,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,caltech101,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,cars,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,cifar10,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,cifar100,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,country211,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,dtd,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,eurosat,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,fer2013,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,flowers,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,food101,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,gtsrb,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,imagenet-a,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,imagenet-r,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,imagenet1k,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,imagenet_sketch,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,imagenetv2,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,mnist,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,objectnet,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,pcam,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,pets,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,renderedsst2,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,resisc45,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,stl10,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,sun397,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,voc2007,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/caltech101,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/cifar10,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/cifar100,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/dmlab,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/dtd,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/eurosat,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/flowers,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/pcam,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/pets,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/resisc45,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/svhn,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_retrieval,flickr30k,"","",pending
ViT-B-16-quickgelu,metaclip_fullcc,zeroshot_retrieval,flickr8k,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,caltech101,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,cars,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,cifar10,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,cifar100,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,country211,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,dtd,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,eurosat,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,fer2013,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,flowers,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,food101,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,gtsrb,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,imagenet-a,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,imagenet-r,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,imagenet1k,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,imagenet_sketch,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,imagenetv2,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,mnist,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,objectnet,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,pcam,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,pets,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,renderedsst2,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,resisc45,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,stl10,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,sun397,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,voc2007,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,vtab/caltech101,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,vtab/cifar10,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,vtab/cifar100,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,vtab/dmlab,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,vtab/dtd,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,vtab/eurosat,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,vtab/flowers,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,vtab/pcam,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,vtab/pets,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,vtab/resisc45,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_classification,vtab/svhn,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_retrieval,flickr30k,"","",pending
ViT-L-14-quickgelu,openai,zeroshot_retrieval,flickr8k,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,caltech101,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,cars,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,cifar10,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,cifar100,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,country211,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,dtd,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,eurosat,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,fer2013,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,flowers,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,food101,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,gtsrb,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,imagenet-a,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,imagenet-r,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,imagenet1k,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,imagenet_sketch,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,imagenetv2,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,mnist,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,objectnet,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,pcam,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,pets,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,renderedsst2,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,resisc45,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,stl10,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,sun397,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,voc2007,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,vtab/caltech101,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,vtab/cifar10,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,vtab/cifar100,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,vtab/dmlab,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,vtab/dtd,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,vtab/eurosat,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,vtab/flowers,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,vtab/pcam,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,vtab/pets,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,vtab/resisc45,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_classification,vtab/svhn,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_retrieval,flickr30k,"","",pending
ViT-L-14-quickgelu,metaclip_400m,zeroshot_retrieval,flickr8k,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,caltech101,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,cars,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,cifar10,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,cifar100,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,country211,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,dtd,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,eurosat,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,fer2013,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,flowers,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,food101,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,gtsrb,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,imagenet-a,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,imagenet-r,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,imagenet1k,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,imagenet_sketch,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,imagenetv2,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,mnist,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,objectnet,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,pcam,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,pets,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,renderedsst2,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,resisc45,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,stl10,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,sun397,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,voc2007,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/caltech101,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/cifar10,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/cifar100,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/dmlab,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/dtd,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/eurosat,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/flowers,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/pcam,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/pets,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/resisc45,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_classification,vtab/svhn,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_retrieval,flickr30k,"","",pending
ViT-L-14-quickgelu,metaclip_fullcc,zeroshot_retrieval,flickr8k,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,caltech101,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,cars,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,cifar10,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,cifar100,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,country211,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,dtd,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,eurosat,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,fer2013,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,flowers,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,food101,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,gtsrb,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,imagenet-a,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,imagenet-r,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,imagenet1k,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,imagenet_sketch,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,imagenetv2,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,mnist,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,objectnet,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,pcam,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,pets,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,renderedsst2,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,resisc45,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,stl10,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,sun397,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,voc2007,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,vtab/caltech101,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,vtab/cifar10,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,vtab/cifar100,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,vtab/dmlab,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,vtab/dtd,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,vtab/eurosat,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,vtab/flowers,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,vtab/pcam,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,vtab/pets,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,vtab/resisc45,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_classification,vtab/svhn,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_retrieval,flickr30k,"","",pending
ViT-L-14-quickgelu,dfn2b,zeroshot_retrieval,flickr8k,"","",pending
ViT-L-14-336-quickgelu,openai,zeroshot_classification,caltech101,"","",pending
ViT-L-14-336-quickgelu,openai,zeroshot_classification,cars,"","",pending
ViT-L-14-336-quickgelu,openai,zeroshot_classification,cifar10,"","",pending
ViT-L-14-336-quickgelu,openai,zeroshot_classification,cifar100,"","",pending
ViT-L-14-336-quickgelu,openai,zeroshot_classification,country211,"","",pending
ViT-L-14-336-quickgelu,openai,zeroshot_classification,dtd,"","",pending
ViT-L-14-336-quickgelu,openai,zeroshot_classification,eurosat,"","",pending
ViT-L-14-336-quickgelu,openai,zeroshot_classification,fer2013,"","",pending
ViT-L-14-336-quickgelu,openai,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-L-14-336-quickgelu,openai,zeroshot_classification,flowers,"","",pending
ViT-L-14-336-quickgelu,openai,zeroshot_classification,food101,"","",pending
ViT-L-14-336-quickgelu,openai,zeroshot_classification,gtsrb,"","",pending
ViT-L-14-336-quickgelu,openai,zeroshot_classification,imagenet-a,"","",pending
ViT-L-14-336-quickgelu,openai,zeroshot_classification,imagenet-r,"","",pending
ViT-L-14-336-quickgelu,openai,zeroshot_classification,imagenet1k,"","",pending
ViT-L-14-336-quickgelu,openai,zeroshot_classification,imagenet_sketch,"","",pending
ViT-L-14-336-quickgelu,openai,zeroshot_classification,imagenetv2,"","",pending
ViT-L-14-336-quickgelu,openai,zeroshot_classification,mnist,"","",pending
ViT-L-14-336-quickgelu,openai,zeroshot_classification,objectnet,"","",pending
